subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,industry,country,plan_tier_y,seats_y,signup_date,referral_source,is_trial_y,usage_count,usage_duration_secs,error_count,is_beta_feature,total_tickets,resolution_time_hours,satisfaction_score,reason_code,feedback_text,Churned,signup_month,tenure_months
S-eec4d5,A-0532a9,2024-12-10,2026-02-12 22:02:11.429868,Basic,19,361,4332,False,False,False,False,annual,True,FinTech,IN,Pro,19,2024-09-25,event,False,36.0,8455.0,1.0,0.0,8.0,30.75,3.0,pricing,too expensive,0,2024-09,14.3
S-7ac30a,A-54ecc2,2024-10-16,2026-02-12 22:02:11.429868,Enterprise,5,995,11940,False,False,False,False,annual,True,Cybersecurity,US,Enterprise,4,2023-06-11,partner,False,49.0,15221.0,4.0,2.0,5.0,37.4,5.0,unknown,missing features,0,2023-06,16.133333333333333
S-c696fa,A-db5e9e,2024-11-12,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,False,False,False,monthly,True,DevTools,US,Basic,4,2024-11-09,partner,False,79.0,11264.0,3.0,0.0,2.0,66.0,5.0,pricing,missing features,0,2024-11,15.233333333333333
S-86ed20,A-3f9cc0,2024-07-25,2026-02-12 22:02:11.429868,Enterprise,22,4378,52536,False,False,False,False,monthly,False,HealthTech,US,Basic,22,2024-06-03,event,False,53.0,17301.0,1.0,0.0,5.0,34.8,4.5,budget,switched to competitor,0,2024-06,18.9
S-dda681,A-8bde0c,2024-12-21,2026-02-12 22:02:11.429868,Pro,12,588,7056,False,False,False,False,monthly,False,DevTools,US,Basic,12,2024-11-04,organic,False,22.0,9834.0,2.0,0.0,3.0,25.666666666666668,4.0,features,missing features,0,2024-11,13.933333333333334
S-88d746,A-0aaf6e,2024-12-26,2026-02-12 22:02:11.429868,Enterprise,18,3582,42984,False,False,False,False,monthly,True,FinTech,US,Enterprise,3,2024-05-11,organic,False,47.0,9070.0,1.0,0.0,5.0,45.0,4.0,Active,No feedback,0,2024-05,13.766666666666667
S-fc01ba,A-ba6516,2024-09-14,2026-02-12 22:02:11.429868,Pro,35,0,0,True,False,True,False,monthly,True,FinTech,US,Pro,27,2023-10-29,ads,False,59.0,17824.0,1.0,0.0,6.0,31.5,4.0,budget,No feedback,0,2023-10,17.2
S-0586ad,A-7920cc,2024-07-28,2026-02-12 22:02:11.429868,Enterprise,39,7761,93132,False,False,False,False,monthly,True,Cybersecurity,FR,Pro,39,2023-11-23,ads,False,52.0,13633.0,3.0,0.0,7.0,32.857142857142854,4.333333333333333,Active,No feedback,0,2023-11,18.8
S-24631a,A-4d1e75,2024-09-07,2026-02-12 22:02:11.429868,Basic,20,380,4560,False,False,False,False,monthly,True,DevTools,US,Basic,20,2024-08-21,other,False,51.0,21798.0,4.0,0.0,2.0,15.0,4.0,budget,missing features,0,2024-08,17.433333333333334
S-3d0e5c,A-dcc2f0,2023-11-22,2026-02-12 22:02:11.429868,Enterprise,19,0,0,True,False,False,False,monthly,True,FinTech,UK,Basic,15,2023-07-22,organic,False,104.0,32721.0,1.0,1.0,2.0,27.0,4.0,features,No feedback,0,2023-07,27.1
S-519509,A-1ac5e0,2024-11-15,2026-02-12 22:02:11.429868,Basic,33,627,7524,False,False,False,False,annual,False,DevTools,US,Basic,33,2024-10-20,event,False,54.0,14990.0,7.0,0.0,7.0,40.42857142857143,3.8,Active,No feedback,0,2024-10,15.133333333333333
S-8b9deb,A-6c093d,2024-09-12,2024-11-01 00:00:00.000000,Pro,7,343,4116,False,False,False,True,monthly,True,DevTools,US,Basic,7,2023-04-14,partner,True,118.0,40429.0,6.0,4.0,3.0,40.333333333333336,5.0,Active,No feedback,1,2023-04,1.6666666666666667
S-31178d,A-b7ef83,2024-06-29,2026-02-12 22:02:11.429868,Pro,26,1274,15288,False,False,False,False,annual,True,Cybersecurity,UK,Pro,1,2024-05-29,partner,True,22.0,3191.0,2.0,0.0,2.0,47.5,4.0,budget,missing features,0,2024-05,19.766666666666666
S-b29d83,A-51ec1b,2024-02-10,2026-02-12 22:02:11.429868,Basic,11,209,2508,False,False,False,False,annual,True,DevTools,US,Enterprise,7,2023-11-08,ads,False,26.0,11618.0,4.0,0.0,3.0,52.333333333333336,5.0,unknown,too expensive,0,2023-11,24.433333333333334
S-a384d2,A-d62e02,2024-12-10,2026-02-12 22:02:11.429868,Enterprise,21,4179,50148,False,False,False,False,monthly,True,Cybersecurity,US,Pro,6,2024-08-20,partner,False,41.0,15660.0,0.0,1.0,1.0,36.0,4.0,Active,No feedback,0,2024-08,14.3
S-a61485,A-d922bf,2023-11-21,2026-02-12 22:02:11.429868,Enterprise,32,6368,76416,False,False,False,False,monthly,True,HealthTech,US,Basic,5,2023-09-08,ads,True,57.0,22116.0,2.0,1.0,7.0,39.142857142857146,3.3333333333333335,support,too expensive,0,2023-09,27.133333333333333
S-d1f12e,A-3a5ad8,2024-02-15,2026-02-12 22:02:11.429868,Enterprise,31,6169,74028,False,False,False,False,monthly,True,HealthTech,US,Enterprise,9,2023-12-05,organic,True,20.0,7574.0,0.0,0.0,4.0,44.75,4.5,Active,No feedback,0,2023-12,24.266666666666666
S-021985,A-66224b,2024-12-22,2024-12-30 00:00:00.000000,Enterprise,92,18308,219696,False,False,False,True,monthly,False,HealthTech,US,Pro,92,2024-10-18,other,True,56.0,11158.0,3.0,1.0,6.0,39.833333333333336,3.5,Active,No feedback,1,2024-10,0.26666666666666666
S-6cb472,A-922109,2024-09-27,2026-02-12 22:02:11.429868,Pro,8,392,4704,False,False,False,False,annual,True,Cybersecurity,US,Pro,3,2024-01-26,ads,False,19.0,7100.0,2.0,0.0,3.0,25.333333333333332,3.0,support,too expensive,0,2024-01,16.766666666666666
S-fdb8f1,A-09316c,2024-09-23,2026-02-12 22:02:11.429868,Enterprise,70,13930,167160,False,False,False,False,annual,True,FinTech,AU,Enterprise,70,2024-09-11,organic,False,86.0,29369.0,3.0,2.0,4.0,54.75,3.75,unknown,switched to competitor,0,2024-09,16.9
S-d9d52b,A-22d9d2,2024-08-09,2026-02-12 22:02:11.429868,Pro,30,1470,17640,False,False,False,False,annual,True,DevTools,FR,Pro,8,2024-03-22,event,False,54.0,18844.0,11.0,2.0,6.0,16.0,4.0,pricing,No feedback,0,2024-03,18.4
S-6754a4,A-1f559b,2024-10-17,2026-02-12 22:02:11.429868,Basic,10,190,2280,False,False,False,False,annual,False,HealthTech,US,Enterprise,5,2023-09-04,organic,True,57.0,22513.0,6.0,0.0,5.0,50.4,4.2,features,No feedback,0,2023-09,16.1
S-b11cdb,A-05d3b3,2024-08-05,2024-08-12 00:00:00.000000,Basic,24,456,5472,False,False,False,True,annual,True,DevTools,AU,Basic,9,2023-05-28,ads,True,50.0,5484.0,2.0,0.0,6.0,31.5,4.333333333333333,unknown,switched to competitor,1,2023-05,0.23333333333333334
S-a84e7f,A-e89151,2023-11-14,2026-02-12 22:02:11.429868,Enterprise,8,1592,19104,False,False,False,False,annual,True,FinTech,UK,Pro,8,2023-09-14,organic,True,51.0,13062.0,0.0,0.0,2.0,41.5,5.0,Active,No feedback,0,2023-09,27.366666666666667
S-4f3f73,A-1b9609,2024-08-04,2024-08-12 00:00:00.000000,Pro,4,196,2352,False,False,False,True,annual,True,EdTech,IN,Enterprise,4,2023-10-12,ads,False,13.0,6630.0,3.0,0.0,4.0,43.0,3.0,unknown,too expensive,1,2023-10,0.26666666666666666
S-164594,A-c42f1f,2024-10-26,2026-02-12 22:02:11.429868,Basic,15,285,3420,False,False,False,False,annual,False,HealthTech,US,Pro,8,2024-07-28,other,False,43.0,15620.0,2.0,0.0,9.0,31.333333333333332,4.0,Active,No feedback,0,2024-07,15.8
S-aef18a,A-4a267b,2024-11-06,2026-02-12 22:02:11.429868,Pro,25,0,0,True,True,False,False,annual,True,FinTech,US,Pro,25,2024-05-05,other,False,9.0,1953.0,0.0,0.0,4.0,16.25,4.333333333333333,support,missing features,0,2024-05,15.433333333333334
S-16dc40,A-ce550d,2024-11-16,2026-02-12 22:02:11.429868,Pro,51,2499,29988,False,True,False,False,monthly,True,HealthTech,US,Enterprise,35,2024-10-27,event,False,72.0,25700.0,1.0,0.0,7.0,42.285714285714285,3.8,budget,too expensive,0,2024-10,15.1
S-a8299c,A-e60f9d,2024-12-03,2026-02-12 22:02:11.429868,Enterprise,29,5771,69252,False,False,False,False,monthly,True,FinTech,US,Basic,29,2024-08-26,other,False,33.0,4454.0,1.0,1.0,2.0,70.5,4.0,Active,No feedback,0,2024-08,14.533333333333333
S-842582,A-104f1a,2024-09-24,2026-02-12 22:02:11.429868,Pro,45,0,0,True,False,False,False,annual,True,Cybersecurity,US,Pro,24,2024-08-17,other,False,66.0,20986.0,3.0,1.0,5.0,33.2,3.75,support,too expensive,0,2024-08,16.866666666666667
S-6956dc,A-40906c,2024-06-06,2026-02-12 22:02:11.429868,Pro,92,4508,54096,False,False,False,False,annual,True,EdTech,US,Basic,92,2024-03-27,ads,False,70.0,25369.0,2.0,1.0,5.0,29.2,3.75,Active,No feedback,0,2024-03,20.533333333333335
S-2aad81,A-700ade,2024-11-25,2026-02-12 22:02:11.429868,Basic,7,133,1596,False,False,False,False,annual,True,Cybersecurity,UK,Enterprise,1,2024-10-31,organic,True,13.0,3432.0,0.0,0.0,4.0,30.25,4.666666666666667,Active,No feedback,0,2024-10,14.8
S-f09511,A-4437e4,2024-05-14,2026-02-12 22:02:11.429868,Enterprise,3,597,7164,False,True,False,False,monthly,True,Cybersecurity,US,Enterprise,3,2023-09-16,event,False,20.0,5940.0,0.0,0.0,6.0,34.666666666666664,3.0,features,too expensive,0,2023-09,21.3
S-52d03a,A-342303,2024-11-30,2026-02-12 22:02:11.429868,Enterprise,10,0,0,True,False,False,False,annual,True,EdTech,US,Pro,1,2024-03-16,other,True,53.0,8571.0,1.0,1.0,3.0,29.333333333333332,4.5,features,switched to competitor,0,2024-03,14.633333333333333
S-70b537,A-526d93,2024-09-26,2026-02-12 22:02:11.429868,Enterprise,43,8557,102684,False,True,False,False,annual,False,HealthTech,FR,Basic,43,2024-04-14,organic,False,39.0,7712.0,6.0,0.0,5.0,51.4,3.5,features,missing features,0,2024-04,16.8
S-8e7d28,A-7f6b86,2024-07-05,2026-02-12 22:02:11.429868,Pro,45,0,0,True,False,False,False,monthly,True,HealthTech,US,Basic,45,2023-08-24,partner,True,30.0,12813.0,0.0,0.0,7.0,40.42857142857143,3.6666666666666665,pricing,No feedback,0,2023-08,19.566666666666666
S-3128b4,A-30b4ca,2024-05-27,2026-02-12 22:02:11.429868,Enterprise,86,17114,205368,False,False,False,False,monthly,False,EdTech,IN,Basic,86,2024-05-20,organic,False,41.0,7840.0,4.0,1.0,3.0,57.666666666666664,4.0,features,No feedback,0,2024-05,20.866666666666667
S-ce9977,A-42e5e1,2024-08-02,2026-02-12 22:02:11.429868,Enterprise,53,0,0,True,True,False,False,monthly,True,DevTools,US,Pro,1,2024-07-09,ads,False,53.0,13365.0,9.0,0.0,3.0,29.0,4.0,pricing,too expensive,0,2024-07,18.633333333333333
S-16486d,A-0651a4,2024-12-15,2026-02-12 22:02:11.429868,Pro,16,784,9408,False,False,False,False,monthly,True,HealthTech,FR,Pro,16,2024-10-16,organic,False,41.0,13572.0,0.0,0.0,4.0,29.25,4.0,support,too expensive,0,2024-10,14.133333333333333
S-c5835c,A-812c5b,2024-06-25,2026-02-12 22:02:11.429868,Basic,55,0,0,True,False,False,False,monthly,True,DevTools,CA,Basic,55,2024-02-25,organic,False,38.0,15397.0,2.0,0.0,4.0,27.0,4.0,support,missing features,0,2024-02,19.9
S-890baf,A-6e7827,2024-04-22,2026-02-12 22:02:11.429868,Pro,3,147,1764,False,False,False,False,monthly,True,DevTools,US,Basic,1,2023-03-26,other,False,79.0,20653.0,4.0,0.0,2.0,51.0,3.5,features,missing features,0,2023-03,22.033333333333335
S-ec0efa,A-45ce7a,2024-04-04,2026-02-12 22:02:11.429868,Basic,22,418,5016,False,False,False,False,monthly,True,FinTech,US,Enterprise,16,2023-07-23,ads,False,55.0,19990.0,1.0,0.0,5.0,45.4,3.6666666666666665,Active,No feedback,0,2023-07,22.633333333333333
S-09ada1,A-87aa7b,2024-11-23,2026-02-12 22:02:11.429868,Basic,24,456,5472,False,False,False,False,annual,True,HealthTech,US,Pro,24,2024-05-16,organic,True,45.0,11994.0,0.0,0.0,3.0,27.333333333333332,4.0,budget,switched to competitor,0,2024-05,14.866666666666667
S-2ecaea,A-756192,2024-06-28,2026-02-12 22:02:11.429868,Enterprise,25,4975,59700,False,False,False,False,monthly,True,FinTech,IN,Basic,19,2023-06-11,other,False,80.0,20142.0,10.0,1.0,3.0,37.333333333333336,4.0,Active,No feedback,0,2023-06,19.8
S-0d86a4,A-700ade,2024-11-11,2026-02-12 22:02:11.429868,Pro,12,588,7056,False,False,False,False,monthly,False,Cybersecurity,UK,Enterprise,1,2024-10-31,organic,True,16.0,5951.0,0.0,0.0,4.0,30.25,4.666666666666667,Active,No feedback,0,2024-10,15.266666666666667
S-a2f231,A-1f559b,2024-04-21,2026-02-12 22:02:11.429868,Pro,59,2891,34692,False,False,False,False,monthly,False,HealthTech,US,Enterprise,5,2023-09-04,organic,True,43.0,12182.0,2.0,1.0,5.0,50.4,4.2,features,No feedback,0,2023-09,22.066666666666666
S-dbcf87,A-a8d89d,2024-09-26,2026-02-12 22:02:11.429868,Enterprise,13,2587,31044,False,False,False,False,monthly,True,EdTech,US,Pro,13,2023-12-08,ads,False,33.0,6390.0,0.0,0.0,2.0,44.5,5.0,features,switched to competitor,0,2023-12,16.8
S-d6e421,A-fd7ad3,2024-11-17,2026-02-12 22:02:11.429868,Pro,10,0,0,True,False,False,False,annual,True,Cybersecurity,US,Enterprise,1,2024-11-01,event,False,71.0,17839.0,7.0,0.0,8.0,48.75,4.166666666666667,support,missing features,0,2024-11,15.066666666666666
S-50815c,A-e3bd71,2024-01-11,2026-02-12 22:02:11.429868,Basic,31,589,7068,False,False,False,False,monthly,True,Cybersecurity,US,Basic,31,2023-03-25,partner,False,102.0,33812.0,3.0,0.0,4.0,30.25,4.0,support,switched to competitor,0,2023-03,25.433333333333334
S-25ec8c,A-6965e1,2024-12-05,2026-02-12 22:02:11.429868,Pro,16,0,0,True,False,False,False,monthly,False,DevTools,US,Basic,13,2024-11-25,organic,False,41.0,15201.0,1.0,1.0,3.0,39.0,3.0,features,switched to competitor,0,2024-11,14.466666666666667
S-180b6c,A-f3ff05,2024-12-02,2026-02-12 22:02:11.429868,Basic,30,570,6840,False,False,False,False,monthly,True,FinTech,IN,Enterprise,2,2024-07-06,other,False,15.0,4400.0,0.0,0.0,3.0,42.666666666666664,3.5,unknown,too expensive,0,2024-07,14.566666666666666
S-ae20d8,A-9289f6,2023-07-04,2023-07-09 00:00:00.000000,Basic,12,228,2736,False,True,False,True,annual,True,EdTech,US,Enterprise,1,2023-05-31,event,False,33.0,10091.0,0.0,0.0,6.0,37.5,4.333333333333333,support,too expensive,1,2023-05,0.16666666666666666
S-cb3c72,A-69b156,2024-06-16,2026-02-12 22:02:11.429868,Enterprise,13,2587,31044,False,False,False,False,monthly,True,EdTech,US,Pro,7,2023-11-21,other,False,58.0,19286.0,4.0,1.0,7.0,32.0,4.0,Active,No feedback,0,2023-11,20.2
S-7bb339,A-fa3095,2023-12-06,2026-02-12 22:02:11.429868,Enterprise,70,13930,167160,False,False,False,False,annual,True,FinTech,US,Basic,70,2023-09-03,ads,False,89.0,25230.0,8.0,0.0,5.0,49.2,5.0,support,missing features,0,2023-09,26.633333333333333
S-374d5f,A-fabe19,2024-11-24,2026-02-12 22:02:11.429868,Enterprise,5,995,11940,False,False,False,False,annual,True,DevTools,UK,Enterprise,1,2024-11-11,ads,False,31.0,12624.0,1.0,0.0,3.0,40.666666666666664,4.0,Active,No feedback,0,2024-11,14.833333333333334
S-2f7250,A-3ce5b8,2024-03-05,2026-02-12 22:02:11.429868,Pro,36,1764,21168,False,False,False,False,monthly,True,FinTech,IN,Basic,8,2023-09-07,ads,False,64.0,15717.0,1.0,2.0,10.0,42.5,3.7142857142857144,features,too expensive,0,2023-09,23.633333333333333
S-1d081a,A-ad3abd,2023-05-10,2024-07-20 00:00:00.000000,Pro,44,2156,25872,False,False,False,True,annual,True,FinTech,US,Pro,44,2023-03-03,event,False,63.0,19208.0,7.0,0.0,3.0,13.0,3.0,competitor,No feedback,1,2023-03,14.566666666666666
S-0e9f04,A-7c83a1,2024-05-24,2026-02-12 22:02:11.429868,Enterprise,12,2388,28656,False,False,False,False,monthly,True,Cybersecurity,US,Pro,12,2024-05-06,partner,False,81.0,22425.0,1.0,0.0,4.0,42.0,4.0,unknown,No feedback,0,2024-05,20.966666666666665
S-d7163c,A-118d55,2024-12-27,2026-02-12 22:02:11.429868,Pro,11,539,6468,False,False,True,False,monthly,True,Cybersecurity,US,Basic,8,2024-10-22,organic,False,68.0,25631.0,0.0,1.0,5.0,24.2,4.333333333333333,pricing,too expensive,0,2024-10,13.733333333333333
S-3bdedd,A-378b99,2024-11-03,2026-02-12 22:02:11.429868,Basic,59,1121,13452,False,False,False,False,monthly,True,EdTech,UK,Pro,8,2024-09-01,ads,True,61.0,15195.0,3.0,1.0,6.0,28.5,4.5,pricing,switched to competitor,0,2024-09,15.533333333333333
S-14a95a,A-ffc04f,2024-10-22,2026-02-12 22:02:11.429868,Pro,20,980,11760,False,False,False,False,monthly,True,EdTech,US,Pro,13,2024-06-06,ads,False,56.0,21457.0,4.0,1.0,7.0,17.714285714285715,4.5,unknown,No feedback,0,2024-06,15.933333333333334
S-f15008,A-0aaf6e,2024-12-07,2024-12-15 00:00:00.000000,Pro,12,588,7056,False,False,False,True,annual,False,FinTech,US,Enterprise,3,2024-05-11,organic,False,50.0,8154.0,7.0,0.0,5.0,45.0,4.0,Active,No feedback,1,2024-05,0.26666666666666666
S-c76699,A-f9cc74,2024-11-26,2026-02-12 22:02:11.429868,Basic,30,570,6840,False,False,False,False,monthly,False,DevTools,FR,Enterprise,30,2024-10-12,partner,True,62.0,9379.0,0.0,1.0,6.0,49.833333333333336,4.0,Active,No feedback,0,2024-10,14.766666666666667
S-7456c5,A-8ae3fc,2024-09-09,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,False,False,False,monthly,True,DevTools,CA,Pro,9,2024-06-28,ads,False,32.0,11417.0,2.0,1.0,4.0,39.5,3.5,budget,No feedback,0,2024-06,17.366666666666667
S-947b62,A-34ea2f,2024-12-25,2026-02-12 22:02:11.429868,Enterprise,16,3184,38208,False,False,False,False,annual,False,HealthTech,US,Enterprise,8,2024-08-15,organic,False,51.0,13192.0,1.0,1.0,8.0,35.25,3.8,unknown,too expensive,0,2024-08,13.8
S-7b2efe,A-af0cd2,2024-09-27,2026-02-12 22:02:11.429868,Basic,19,361,4332,False,False,False,False,monthly,False,Cybersecurity,IN,Enterprise,19,2023-01-03,other,True,37.0,12295.0,2.0,1.0,3.0,54.333333333333336,4.0,unknown,switched to competitor,0,2023-01,16.766666666666666
S-92421b,A-4e631b,2024-11-12,2026-02-12 22:02:11.429868,Pro,22,0,0,True,False,False,False,monthly,True,FinTech,US,Enterprise,22,2024-03-16,other,False,23.0,5799.0,0.0,1.0,2.0,24.5,4.0,Active,No feedback,0,2024-03,15.233333333333333
S-ede618,A-463db0,2024-12-15,2026-02-12 22:02:11.429868,Pro,15,735,8820,False,False,False,False,annual,True,HealthTech,US,Basic,15,2024-12-05,partner,False,58.0,17457.0,3.0,1.0,6.0,50.166666666666664,4.25,features,No feedback,0,2024-12,14.133333333333333
S-65b963,A-e888d1,2024-03-04,2026-02-12 22:02:11.429868,Basic,22,0,0,True,False,False,False,monthly,True,Cybersecurity,US,Pro,14,2023-03-28,other,False,43.0,14547.0,3.0,0.0,5.0,43.0,4.0,support,missing features,0,2023-03,23.666666666666668
S-adbb41,A-9289f6,2024-12-11,2026-02-12 22:02:11.429868,Enterprise,24,0,0,True,False,False,False,annual,False,EdTech,US,Enterprise,1,2023-05-31,event,False,109.0,29609.0,5.0,1.0,6.0,37.5,4.333333333333333,support,too expensive,0,2023-05,14.266666666666667
S-ce6528,A-4a4c2d,2023-07-04,2026-02-12 22:02:11.429868,Basic,54,1026,12312,False,False,False,False,annual,True,DevTools,US,Enterprise,54,2023-05-02,event,False,53.0,16770.0,0.0,0.0,5.0,42.0,4.25,Active,No feedback,0,2023-05,31.8
S-c45df0,A-a45270,2024-11-15,2026-02-12 22:02:11.429868,Enterprise,3,597,7164,False,False,False,False,monthly,False,HealthTech,US,Enterprise,3,2024-06-24,ads,False,95.0,25335.0,6.0,1.0,4.0,64.0,4.0,pricing,missing features,0,2024-06,15.133333333333333
S-faee8b,A-56962b,2024-05-15,2026-02-12 22:02:11.429868,Pro,163,0,0,True,False,False,False,monthly,False,EdTech,UK,Enterprise,163,2024-04-09,partner,False,55.0,13170.0,3.0,0.0,4.0,37.5,3.0,unknown,switched to competitor,0,2024-04,21.266666666666666
S-9bb9da,A-0be015,2024-12-24,2026-02-12 22:02:11.429868,Pro,26,0,0,True,False,False,False,monthly,True,FinTech,US,Pro,19,2024-10-15,event,False,74.0,25020.0,5.0,1.0,7.0,40.285714285714285,4.2,unknown,too expensive,0,2024-10,13.833333333333334
S-913134,A-bbc346,2024-11-29,2026-02-12 22:02:11.429868,Basic,40,760,9120,False,False,False,False,monthly,True,FinTech,US,Enterprise,19,2024-08-29,partner,False,18.0,5076.0,0.0,0.0,3.0,45.333333333333336,4.5,competitor,too expensive,0,2024-08,14.666666666666666
S-0ada66,A-c4ea60,2024-07-29,2026-02-12 22:02:11.429868,Enterprise,18,3582,42984,False,False,False,False,monthly,False,FinTech,DE,Enterprise,18,2023-03-09,other,False,108.0,35035.0,6.0,3.0,5.0,36.0,3.6,Active,No feedback,0,2023-03,18.766666666666666
S-75fe32,A-3793ee,2024-03-13,2026-02-12 22:02:11.429868,Pro,49,2401,28812,False,False,False,False,annual,True,Cybersecurity,CA,Enterprise,49,2023-03-21,organic,True,75.0,21513.0,1.0,0.0,4.0,43.75,4.0,unknown,No feedback,0,2023-03,23.366666666666667
S-1dfdd0,A-712426,2024-12-30,2026-02-12 22:02:11.429868,Basic,13,247,2964,False,False,False,False,monthly,True,HealthTech,US,Enterprise,9,2024-11-10,other,False,50.0,7813.0,0.0,0.0,6.0,37.333333333333336,4.4,features,missing features,0,2024-11,13.633333333333333
S-4815a3,A-19b2c8,2023-08-01,2026-02-12 22:02:11.429868,Basic,22,418,5016,False,False,False,False,monthly,True,DevTools,IN,Pro,20,2023-06-06,other,False,13.0,4311.0,0.0,0.0,3.0,29.333333333333332,4.666666666666667,pricing,missing features,0,2023-06,30.866666666666667
S-691d69,A-cea1f0,2024-10-18,2026-02-12 22:02:11.429868,Enterprise,22,4378,52536,False,True,False,False,monthly,True,FinTech,US,Pro,8,2024-04-07,event,False,101.0,28496.0,7.0,3.0,5.0,42.2,4.333333333333333,Active,No feedback,0,2024-04,16.066666666666666
S-e90e70,A-f51f16,2024-08-27,2026-02-12 22:02:11.429868,Basic,2,38,456,False,False,False,False,annual,True,HealthTech,US,Enterprise,1,2023-12-25,partner,False,36.0,13688.0,2.0,1.0,4.0,29.25,3.0,competitor,too expensive,0,2023-12,17.8
S-8eb6df,A-c7ffc2,2024-02-17,2026-02-12 22:02:11.429868,Enterprise,30,5970,71640,False,False,False,False,monthly,True,Cybersecurity,US,Pro,30,2023-01-27,partner,True,27.0,7527.0,0.0,0.0,2.0,64.0,3.0,features,missing features,0,2023-01,24.2
S-4dae4f,A-6e08f3,2024-05-09,2026-02-12 22:02:11.429868,Enterprise,20,3980,47760,False,False,False,False,monthly,True,Cybersecurity,US,Basic,8,2023-02-27,event,False,46.0,18368.0,1.0,1.0,2.0,36.5,3.5,competitor,No feedback,0,2023-02,21.466666666666665
S-f4376f,A-9ee962,2024-05-21,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,False,False,False,annual,False,HealthTech,US,Basic,9,2023-02-28,ads,False,79.0,20416.0,2.0,0.0,3.0,37.0,4.0,support,No feedback,0,2023-02,21.066666666666666
S-ce5e0e,A-158f4e,2023-09-17,2026-02-12 22:02:11.429868,Pro,61,2989,35868,False,False,False,False,annual,True,FinTech,IN,Enterprise,61,2023-03-03,other,False,29.0,9500.0,0.0,0.0,5.0,27.6,4.333333333333333,budget,switched to competitor,0,2023-03,29.3
S-5bc71c,A-d77f4c,2023-10-24,2024-02-19 00:00:00.000000,Basic,8,152,1824,False,False,False,True,monthly,True,DevTools,US,Pro,4,2023-09-25,partner,True,39.0,12150.0,3.0,0.0,2.0,31.0,4.0,unknown,too expensive,1,2023-09,3.933333333333333
S-80af85,A-2edab2,2023-11-22,2026-02-12 22:02:11.429868,Basic,17,323,3876,False,False,False,False,annual,True,HealthTech,US,Enterprise,17,2023-11-17,event,False,60.0,19242.0,9.0,0.0,4.0,30.0,3.0,unknown,switched to competitor,0,2023-11,27.1
S-9a115f,A-f5641b,2024-12-29,2026-02-12 22:02:11.429868,Enterprise,45,8955,107460,False,False,False,False,monthly,True,EdTech,US,Pro,31,2024-03-30,other,False,35.0,14825.0,2.0,0.0,4.0,47.5,3.0,features,too expensive,0,2024-03,13.666666666666666
S-a959a3,A-ad3abd,2023-03-18,2026-02-12 22:02:11.429868,Enterprise,44,8756,105072,False,False,False,False,monthly,False,FinTech,US,Pro,44,2023-03-03,event,False,19.0,6681.0,0.0,0.0,3.0,13.0,3.0,competitor,No feedback,0,2023-03,35.4
S-6def60,A-1e1b80,2023-10-11,2026-02-12 22:02:11.429868,Basic,50,950,11400,False,False,False,False,monthly,True,FinTech,CA,Enterprise,50,2023-09-12,other,False,64.0,20225.0,4.0,1.0,6.0,43.0,3.2,features,switched to competitor,0,2023-09,28.5
S-2a57b3,A-7e0a10,2024-06-29,2026-02-12 22:02:11.429868,Basic,46,874,10488,False,False,False,False,annual,True,FinTech,US,Enterprise,46,2023-11-18,ads,False,78.0,27210.0,10.0,1.0,5.0,39.4,4.0,budget,missing features,0,2023-11,19.766666666666666
S-b39049,A-4e44e8,2024-11-08,2026-02-12 22:02:11.429868,Pro,18,0,0,True,False,False,False,monthly,True,DevTools,US,Enterprise,3,2024-08-20,ads,False,53.0,13686.0,7.0,1.0,3.0,31.333333333333332,3.3333333333333335,budget,switched to competitor,0,2024-08,15.366666666666667
S-802cc6,A-eafc6e,2023-11-15,2026-02-12 22:02:11.429868,Enterprise,34,6766,81192,False,False,False,False,annual,True,DevTools,US,Pro,27,2023-07-06,partner,False,41.0,17582.0,2.0,1.0,1.0,64.0,4.0,pricing,No feedback,0,2023-07,27.333333333333332
S-19c44c,A-8b0451,2024-12-09,2026-02-12 22:02:11.429868,Basic,41,779,9348,False,False,False,False,monthly,True,FinTech,UK,Enterprise,41,2024-09-16,event,False,37.0,10889.0,2.0,1.0,7.0,26.571428571428573,3.5,budget,too expensive,0,2024-09,14.333333333333334
S-396a83,A-1b7577,2024-11-28,2026-02-12 22:02:11.429868,Enterprise,4,796,9552,False,False,False,False,monthly,True,Cybersecurity,US,Pro,4,2024-10-27,other,False,85.0,22737.0,8.0,1.0,5.0,27.2,4.0,Active,No feedback,0,2024-10,14.7
S-d1aacf,A-c70870,2024-12-06,2026-02-12 22:02:11.429868,Basic,31,589,7068,False,True,False,False,annual,True,Cybersecurity,US,Basic,31,2024-10-22,partner,False,44.0,17318.0,1.0,0.0,5.0,35.6,4.0,competitor,switched to competitor,0,2024-10,14.433333333333334
